Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
PTPRG	3p14.2	0.4107108081791627	0.00017017730635268894	0.00932881052097013
DLEC1	3p22.2	-0.41063777994157735	0.00017067745202709205	0.009328870206849216
PIGL	17p11.2	-0.41034566699123654	0.00017269161675168332	0.009348090171776251
ZNF692	1q44	-0.4103213242453747	0.00017286044902450914	0.009348090171776251
GTF2A1	14q31.1	0.4103213242453747	0.00017286044902451036	0.009348090171776251
CHUK	10q24.31	0.41029698149951316	0.00017302943344752492	0.009348090171776251
MTDH	8q22.1	0.41022395326192784	0.00017353730086235895	0.009348509409279757
CREBRF	5q35.1	0.40998052580331046	0.00017524013334766587	0.009413114404218156
WDFY1	2q36.1	0.40973709834469324	0.00017695835593447583	0.009470229440173793
PRKAR1A	17q24.2	0.4096640701071079	0.00017747684260757543	0.009470229440173793
ZNF497	19q13.43	-0.4096153846153846	0.00017782327788482327	0.009470229440173793
ITFG2	12p13.33	-0.4090798442064265	0.00018167542026804683	0.009647893838268749
PSMB6	17p13.2	-0.4088607594936707	0.00018327334539711392	0.00968718202600486
SLC30A1	1q32.3	0.40883641674780913	0.00018345168978792706	0.00968718202600486
FHL5	6q16.1	0.4086416747809152	0.00018488421248304013	0.009735325588578786
HINT2	9p13.3	-0.4084956183057449	0.00018596536073089016	0.009764748562198118
METTL1	12q14.1	-0.4083495618305746	0.0001870523314586019	0.009794311574105449
JMJD1C	10q21.3	0.4076923076923077	0.0001920165177592414	0.0099801244678873
ZBTB3	11q12.3	-0.40769230769230774	0.0001920165177592414	0.0099801244678873
NASP	1p34.1	-0.4076679649464459	0.00019220268594872026	0.0099801244678873
KIF5B	10p11.22	0.4070107108081792	0.00019729251377440817	0.01021603590023549
FMC1	7q34	-0.40640214216163595	0.00020211571008653902	0.010436875603999099
LIN37	19q13.12	-0.40630477117818875	0.00020289742112061365	0.010448378768616063
TGM1	14q12	-0.40615909027810454	0.00020407217199269067	0.010480003052360897
RHOXF1	Xq24	-0.406065593469156	0.00020482941349105892	0.010483365782860507
INTS3	1q21.3	-0.4060126582278484	0.00020525928831792358	0.010483365782860507
SEL1L	14q31	0.40559883154819865	0.00020864861722811142	0.01062743488241168
CLTC	17q23.1	0.4055014605647517	0.00020945355818905277	0.010639443921815117
RPS26	12q13.2	-0.405282375851996	0.00021127513825258096	0.010702889320746601
ZNF514	2q11.1	-0.4050632911392405	0.00021311129088500772	0.0107667280013877
RALB	2q14.2	0.40491723466407026	0.00021434354057149206	0.010799794619684368
TGFBR2	3p24.1	0.40462512171372933	0.00021682773643872243	0.010865153313257714
TOMM7	7p15.3	-0.40452775073028224	0.00021766167206528834	0.010865153313257714
RCN1	11p13	0.40443037974683577	0.0002184985585410331	0.010865153313257714
HAX1	1q21.3	-0.40440603700097383	0.00021870824233676908	0.010865153313257714
PIMREG	17p13.2	-0.40438169425511206	0.00021891811129884364	0.010865153313257714
IRF2BP2	1q42.3	0.4043573515092502	0.00021912816557525052	0.010865153313257714
NME1	17q21.33	-0.4042843232716649	0.0002197594417719119	0.010867627632387166
CTRL	16q22.1	-0.404116383383721	0.0002212175150681737	0.010883208893239099
RAB24	5q35.3	-0.4041139240506329	0.00022123893326008974	0.010883208893239099
RNASEH2A	19p13.13	-0.40374878286270705	0.0002244401846575283	0.010996219249579962
TXNIP	1q21.1	0.40370009737098356	0.0002248702234806705	0.010996219249579962
METTL17	14q11.2	-0.4036514118792602	0.0002253010203064851	0.010996219249579962
DIPK1A	1p22.1	0.4034323271665044	0.0002272490187550303	0.011062411217676515
POLR2H	3q27.1	-0.40331061343719554	0.0002283379239107479	0.011086547562762623
GDPD3	16p11.2	-0.40304284323271666	0.00023075043204168628	0.01117465758071306
MTMR12	5p13.3	0.4028724440116843	0.0002322978494319566	0.011194845851666477
OTUD1	10p12.2	0.4028237585199609	0.00023274171863293594	0.011194845851666477
EIF4B	12q13.13	0.40279941577409956	0.00023296394566405925	0.011194845851666477
ATP5MG	11q23.3	-0.4024586173320352	0.00023609568660241037	0.011301518623166093
TBC1D3F	17q12	-0.40238558909444994	0.00023677179152931438	0.011301518623166093
CAPRIN1	11p13	0.40236124634858805	0.00023699755524961798	0.011301518623166093
GIPC2	1p31.1	0.40218724399601535	0.00023861709246878292	0.011349794680709822
IDE	10q23.33	0.4020204479065239	0.00024017910543920512	0.011387908357497003
FGF7	15q21.2	0.4019717624148004	0.00024063680528600633	0.011387908357497003
HBS1L	6q23.3	0.4017039922103212	0.00024316852369984435	0.011446645984437235
USE1	19p13.11	-0.40158227848101263	0.0002443273817894643	0.011446645984437235
DNAJA1	9p21.1	0.4015822784810125	0.0002443273817894643	0.011446645984437235
CLEC4E	12p13.31	0.4015822784810126	0.0002443273817894643	0.011446645984437235
NCOA7	6q22.31-q22.32	0.4012901655306719	0.0002471293900444507	0.011531120574275473
UQCC2	6p21.31	-0.40126582278480993	0.00024736421924166613	0.011531120574275473
GNMT	6p21.1	-0.40074249967711684	0.0002524624821471698	0.011739505419843397
ADAMTS5	21q21.3	0.40041382667964953	0.00025571364232825696	0.011861178947995304
SRBD1	2p21	0.4003407984420641	0.0002564412268464251	0.01186548478574313
TEAD1	11p15.3	0.4002434274586173	0.00025741429955081127	0.011881100003711889
KRTAP5-8	11q13.4	-0.3997590124966638	0.00026230591336374055	0.012030358497570991
ELP5	17p13.1	-0.3997565725413826	0.000262330766757685	0.012030358497570991
UROD	1p34.1	-0.39973222979552075	0.0002625788405825156	0.012030358497570991
ASPRV1	2p13.3	-0.3995861733203507	0.0002640718163354255	0.012039742592093002
EIF2B4	2p23.3	-0.3995861733203504	0.00026407181633542667	0.012039742592093002
TMEM30B	14q23.1	0.39939143135345684	0.00026607458565752886	0.01210153827176688
SENP2	3q27.2	0.39924537487828604	0.0002675858115675729	0.01212776882832017
NHLRC2	10q25.3	0.39917234664070106	0.00026834437832482964	0.01212776882832017
PPP1R15B	1q32.1	0.39914800389483923	0.00026859767265417805	0.01212776882832017
DYRK2	12q15	0.3990506329113925	0.0002696130482736352	0.012144281232238706
PRADC1	2p13.2	-0.3988315481986367	0.0002719105505512728	0.012218326734266689
TMEM170B	6p24.2	0.39866114897760463	0.0002737099169115725	0.012269686994791426
PARP8	5q11.1	0.39846640701071095	0.00027577972636043467	0.012332895753243074
ADGRF5	6p12.3	0.3983446932814023	0.0002770806484475054	0.012355298301072024
DPH7	9q34.3	-0.3982960077896786	0.00027760259382925427	0.012355298301072024
MRPL21	11q13.3	-0.3981986368062319	0.0002786491949868235	0.012372421382158412
LIX1L	1q21.1	0.3980038948393379	0.000280753278421604	0.012430251704551896
WDFY3	4q21.23	0.3979552093476145	0.0002812815744409914	0.012430251704551896
PAPOLG	2p16.1	0.3978821811100292	0.00028207573061037045	0.012435947245989752
CLDND2	19q13.41	-0.3976141234571511	0.000285008447550327	0.012535677435431207
KDM7A	7q34	0.397444011684518	0.0002868840721719559	0.012571086246982811
PELI1	2p14	0.39737098344693284	0.00028769274169882566	0.012571086246982811
PPM1B	2p21	0.3973222979552092	0.00028823301705839115	0.012571086246982811
TBC1D3H	17q12	-0.3972979552093476	0.0002885035039830753	0.012571086246982811
ZNF554	19p13.3	-0.39715189873417744	0.00029013132637371354	0.012612616009078668
CHKB	22q13.33	-0.3970545277507303	0.00029122122208535904	0.012625026263247054
SLC25A45	11q13.1	-0.3970058422590068	0.00029176757854398584	0.012625026263247054
TAF11	6p21.31	-0.39685978578383607	0.0002934122998544542	0.012666873259074625
HIVEP2	6q24.2	0.3967137293086661	0.0002950655298267036	0.012691554258621032
B3GNT2	2p15	0.39668938656280434	0.0002953418981704461	0.012691554258621032
HIPK1	1p13.2	0.39651898734177193	0.00029728314076398735	0.01274567373922297
NOP2	12p13.31	-0.39629990262901654	0.00029979623602268687	0.012818675391883961
NDUFA13	19p13.11	-0.39625121713729305	0.00030035734347858424	0.012818675391883961
AURKB	17p13.1	-0.3958617332035054	0.00030488102905519034	0.012964692659839265
EPC2	2q23.1	0.39583739045764366	0.00030516582519281424	0.012964692659839265
SPOPL	2q22.1	0.3957643622200584	0.0003060216793363004	0.012971571999622365
EPO	7q22.1	-0.39566283579677913	0.00030721517850477883	0.01299269984567835
SLC49A4	3q21.1	0.39539922103213254	0.00031033409082851127	0.0130949777874884
RNF181	2p11.2	-0.3952531645569621	0.0003120746169222233	0.0131387630948809
ZSWIM6	5q12.1	0.39515579357351505	0.00031323993963977006	0.0131581891948005
WFDC2	20q13.12	-0.3950193530711079	0.0003148795596949466	0.013197407195913982
CREBL2	12p13.1	0.3948880233690362	0.00031646519753027993	0.013212400108918308
HDAC2	6q21	0.3948393378773126	0.00031705487154354034	0.013212400108918308
LAT	16q13	-0.3948143668934984	0.00031735770870937357	0.013212400108918308
ELF1	13q14.11	0.39471762414800404	0.0003185334700622654	0.013231880346386504
RYBP	3p13	0.3945715676728336	0.00032031613865583097	0.013276429223710529
TBC1D3C	17q12	-0.39425511197663093	0.00032421003080965335	0.013408093154700996
CNTN4	3p26.3-p26.2	0.39403177392136196	0.0003269842251422631	0.013492971568618818
CCNG2	4q21.1	0.3938412852969815	0.00032936756911004176	0.013561383192453768
CCNY	10p11.21	0.3935491723466406	0.0003330533786730338	0.013635755315496864
NPIPB7	16p12.1	-0.3935248296007793	0.0003333622307378126	0.013635755315496864
TIMM8B	11q23.1	-0.3935248296007788	0.0003333622307378199	0.013635755315496864
PCYOX1	2p13.3	0.3934274586173319	0.000334600267708497	0.013656512673089375
EFR3A	8q24.22	0.39308666017526783	0.00033896667991059593	0.01380458419949623
HDX	Xq21.1	0.3929892891918206	0.000340223789108209	0.013808279099309402
RBM28	7q32.1	-0.3929649464459592	0.00034053873371457465	0.013808279099309402
TRIQK	8q22.1	0.3928919182083737	0.00034148517233615147	0.013808279099309402
EXOC6	10q23.33	0.39281888997078884	0.0003424340224555579	0.013808279099309402
KAT2A	17q21.2	-0.3927945472249269	0.0003427508426726348	0.013808279099309402
BNIP1	5q35.1	-0.39262414800389495	0.0003449761210780763	0.013868040067338668
TUBA1A	12q13.12	-0.3925267770204477	0.00034625364868316066	0.01388952672711228
STK36	2q35	-0.39233203505355374	0.0003488217265293817	0.013932744730798575
TMEM30A	6q14.1	0.3923320350535539	0.0003488217265293817	0.013932744730798575
MYL5	4p16.3	-0.39206426484907503	0.00035238135114937154	0.013990518766359056
DYRK1A	21q22.13	0.39203992210321315	0.0003527065990926234	0.013990518766359056
STX12	1p35.3	0.39199123661148966	0.00035335792075851517	0.013990518766359056
ATP6V1C1	8q22.3	0.39194255111976645	0.00035401034486105967	0.013990518766359056
ANAPC15	11q13.4	-0.3919425511197662	0.0003540103448610621	0.013990518766359056
ODAD1	19q13.33	-0.3918110504639891	0.00035577808111360976	0.014008898166042023
CPA2	7q32.2	-0.39179649464459615	0.00035597424858877446	0.014008898166042023
EBP	Xp11.23	-0.39169912366114895	0.00035728906076319905	0.014031101707660672
STRN3	14q12	0.391601752677702	0.0003586083231141105	0.014053386549207689
MAST4	5q12.3	0.39121226874391435	0.0003639301457743082	0.01423210505221578
S100A13	1q21.3	-0.3911392405063289	0.0003649360093117093	0.014241646810154033
HACD3	15q22.31	0.39101752677702034	0.00036661811211304257	0.014277484103602302
SRPK3	Xq28	-0.3907740993184033	0.00037000365297466944	0.014379372734003111
C19ORF53	19p13.13	-0.39070107108081775	0.0003710248876723663	0.014385759135543413
WWP1	8q21.3	0.3906523855890946	0.0003717071450525581	0.014385759135543413
STAM	10p12.33	0.39057935735150906	0.0003727326868426173	0.014395644866010424
SERP1	3q25.1	0.3903846153846155	0.0003754801533912224	0.01447185671616932
TRAPPC1	17p13.1	-0.39031158714703024	0.00037651522833778635	0.01448189128254782
FILIP1	6q14.1	0.39016553067186	0.0003785932253945065	0.014531916144352175
STK24	13q32.2	0.39009250243427435	0.00037963615938215725	0.014542087556005463
DNAJB13	11q13.4	-0.3899609905195783	0.0003815209536152417	0.014584399153230499
SMC3	10q25.2	0.38977604673807204	0.00038418602605084075	0.01465630486728238
PTGER2	14q22.1	0.3894583108586849	0.0003888045052781193	0.01478501197144862
ERMARD	6q27	-0.38943524829600773	0.00038914170491374957	0.01478501197144862
DDX50	10q22.1	0.3891431353456672	0.0003934359590146503	0.014900964796092884
SMARCA2	9p24.3	0.3890701071080817	0.0003945162824991219	0.014900964796092884
PSORS1C1	6p21.33	-0.3890603034413784	0.0003946615170508333	0.014900964796092884
ZNF232	17p13.2	-0.3888997078870498	0.00039704761094664753	0.014900964796092884
TRIM45	1p13.1	-0.388875365141188	0.0003974104410493515	0.014900964796092884
NDUFA3	19q13.42	-0.38885102239532615	0.00039777357477399823	0.014900964796092884
PPP4R3B	2p16.1	0.3888510223953261	0.00039777357477399823	0.014900964796092884
TRPT1	11q13.1	-0.3887293086660175	0.00039959380572087295	0.014939214020680555
MRPS18A	6p21.1	-0.38860759493670866	0.0004014216615196607	0.014977595047479078
PDIA2	16p13.3	-0.38850952539848177	0.0004029000032399605	0.015002808287977253
TNNC1	3p21.1	-0.38825213164629463	0.00040680381049468776	0.015043077984015949
SLC38A2	12q13.11	0.38816942551119765	0.00040806552043589435	0.015043077984015949
HOXA6	7p15.2	-0.38816130078684247	0.0004081896589168074	0.015043077984015949
KLF11	2p25.1	0.38814508276533577	0.00040843755910109544	0.015043077984015949
TEKT2	1p34.3	-0.38813527346917326	0.00040858756575862357	0.015043077984015949
ATP2A2	12q24.11	0.38812074001947405	0.00040880990830150865	0.015043077984015949
TMED8	14q24.3	0.38795034079844204	0.00041142506726348486	0.015109565387733443
ACSL5	10q25.2	0.3877069133398251	0.000415187582753013	0.0152178460478472
SYNJ1	21q22.11	0.3875851996105159	0.0004170806288899841	0.015257315451742609
SUCLA2	13q14.2	0.38736611489776046	0.00042050803527684047	0.015322722618771888
ADAM10	15q21.3	0.38736611489776035	0.00042050803527684047	0.015322722618771888
RC3H1	1q25.1	0.3872687439143136	0.00042203958628727256	0.015348610868614759
FLRT2	14q31.3	0.38685491723466403	0.00042860580646327304	0.01555714240819022
PHYKPL	5q35.3	-0.38670886075949357	0.00043094552797997123	0.015611753400251166
RNF167	17p13.2	-0.3866358325219084	0.00043211976665776344	0.01562401314919453
DDX56	7p13	-0.38641674780915275	0.0004356600728267158	0.015673634168909153
NANOS2	19q13.32	-0.3863843167217624	0.0004361863934000589	0.015673634168909153
ANTXR1	2p13.3	0.38636806231742943	0.00043645040317752724	0.015673634168909153
RIF1	2q23.3	0.3863437195715678	0.00043684606012954946	0.015673634168909153
PWWP2A	5q33.3	0.38627069133398245	0.00043803500102150957	0.01568618443313233
TBC1D3G	17q12	-0.38617332035053553	0.00043962486142305453	0.01571145829435472
SULT1C4	2q12.3	0.38612463485881193	0.00044042176998030665	0.01571145829435472
SERPINC1	1q25.1	-0.38606100452053366	0.00044146529586745905	0.015718687191715073
ITGB1BP2	Xq13.1	-0.3858812074001947	0.00044442617494315343	0.015794027544129976
BMX	Xp22.2	0.3854430379746836	0.0004517181474926459	0.015973996806261746
USP12	13q12.13	0.38541869522882166	0.000452126448187384	0.015973996806261746
ATP5ME	4p16.3	-0.38539435248296	0.0004525350864513095	0.015973996806261746
RNF217	6q22.31	0.38534566699123657	0.000453353376688073	0.015973996806261746
ATF4	22q13.1	-0.38532132424537485	0.000453763029161985	0.015973996806261746
RANBP2	2q13	0.38517526777020455	0.00045622806279219737	0.016030584920628844
RAD54L	1p34.1	-0.38500486854917243	0.0004591194128190355	0.016076659892353715
AGXT	2q37.3	-0.3849138679961537	0.0004606703746306564	0.016076659892353715
MUTYH	1p34.1	-0.3849074975657255	0.000460779127895933	0.016076659892353715
STK38L	12p11.23	0.3848831548198637	0.0004611949131798845	0.016076659892353715
ADAMTSL3	15q25.2	0.3848101265822787	0.0004624443287255735	0.016076659892353715
APOA1	11q23.3	-0.3847952300753976	0.00046269956786424327	0.016076659892353715
MRTFB	16p13.12	0.38459104186952286	0.0004662111721246657	0.016151038255668815
NAB1	2q32.2	0.3845666991236611	0.00046663143772579724	0.016151038255668815
CRIM1	2p22.2	0.3844936708860762	0.00046789431410892583	0.016151038255668815
NSMCE1	16p12.1	-0.38442064264849074	0.0004691603152424985	0.016151038255668815
FOXN3	14q31.3-q32.11	0.38442064264849063	0.00046916031524250613	0.016151038255668815
CAVIN2	2q32.3	0.3843476144109055	0.0004704294480558149	0.016164378334309303
PIGZ	3q29	-0.3842989289191823	0.00047127727984799496	0.016164378334309303
HOOK3	8p11.21	0.3839824732229794	0.00047682233077746353	0.016294315962577872
EFNA1	1q22	-0.3839824732229796	0.00047682233077746353	0.016294315962577872
COPRS	17q11.2	-0.38393378773125614	0.0004776806904987254	0.016294315962577872
TMEM192	4q32.3	0.38381207400194767	0.0004798327742230889	0.01632192037640325
MARCHF9	12q14.1	-0.3837390457643624	0.00048112827562973046	0.01632192037640325
TRUB1	10q25.3	0.383666017526777	0.0004824269740347267	0.01632192037640325
STEAP4	7q21.12	0.38361733203505355	0.0004832945525713815	0.01632192037640325
SEC24B	4q25	0.38359298928919194	0.00048372887650603973	0.01632192037640325
PTPN4	2q14.2	0.3835929892891917	0.00048372887650603973	0.01632192037640325
LEMD3	12q14.3	0.3832521908471274	0.0004898469946881329	0.01646890264695198
SLIRP	14q24.3	-0.3832521908471274	0.0004898469946881346	0.01646890264695198
PLXNC1	12q22	0.3830817916260951	0.0004929325042188821	0.016542885639790957
SNRPC	6p21.31	-0.3829844206426486	0.0004947036182530617	0.016572571211477566
FCHO2	5q13.2	0.3828383641674779	0.0004973711969457582	0.016619685955129655
ACADVL	17p13.1	-0.3826923076923077	0.0005000519161364174	0.016619685955129655
STRC	15q15.3	-0.38267960946421054	0.0005002856020833507	0.016619685955129655
CCDC50	3q28	0.38261927945472246	0.0005013972215181162	0.016619685955129655
PROM2	2q11.1	-0.3825705939629991	0.000502295928474536	0.016619685955129655
LATS1	6q25.1	0.38254625121713726	0.0005027458337714641	0.016619685955129655
MATN3	2p24.1	0.3824975657254138	0.0005036467493513791	0.016619685955129655
DPH1	17p13.3	-0.38247322297955205	0.0005040977601743196	0.016619685955129655
ANGPTL6	19p13.2	-0.38244888023369034	0.0005045491400461736	0.016619685955129655
FBXW11	5q35.1	0.38242453748782856	0.0005050008892373425	0.016619685955129655
DHRS7B	17p11.2	-0.3823271665043816	0.00050681158460931	0.01664996300720884
IPO7	11p15.4	0.3822784810126583	0.0005077191552543668	0.016650516086262942
